date,home_team,away_team,home_score,away_score,tournament,winner,venue,home_team_elo,away_team_elo
2010-07-09,Botswana,Chad,1.0,0.0,African Cup of Nations qualification,Botswana,Botswana,1389.0,1253.0
2010-07-09,Togo,Malawi,1.0,1.0,African Cup of Nations qualification,Draw,Togo,1408.0,1379.0
2010-07-10,Uruguay,Germany,2.0,3.0,FIFA World Cup,Germany,Neutral,1887.0,2068.0
2010-07-11,Netherlands,Spain,0.0,1.0,FIFA World Cup,Spain,Neutral,2095.0,2139.0
2010-08-04,Botswana,Zimbabwe,2.0,0.0,Friendly,Botswana,Botswana,1389.0,1454.0
2010-08-10,Bosnia and Herzegovina,Qatar,1.0,1.0,Friendly,Draw,Bosnia and Herzegovina,1612.0,1523.0
2010-08-10,United States,Brazil,0.0,2.0,Friendly,Brazil,United States,1865.0,2010.0
2010-08-11,Albania,Uzbekistan,1.0,0.0,Friendly,Albania,Albania,1544.0,1555.0
2010-08-11,Algeria,Gabon,1.0,2.0,Friendly,Gabon,Algeria,1399.0,1582.0
2010-08-11,Angola,Uruguay,0.0,2.0,Friendly,Uruguay,Neutral,1430.0,1887.0
2010-08-11,Armenia,Iran,1.0,3.0,Friendly,Iran,Armenia,1437.0,1790.0
2010-08-11,Austria,Switzerland,0.0,1.0,Friendly,Switzerland,Austria,1608.0,1743.0
2010-08-11,Azerbaijan,Kuwait,1.0,1.0,Friendly,Draw,Azerbaijan,1427.0,1548.0
2010-08-11,Benin,Niger,0.0,0.0,Friendly,Draw,Benin,1382.0,1257.0
2010-08-11,Bolivia,Colombia,1.0,1.0,Friendly,Draw,Bolivia,1569.0,1765.0
2010-08-11,Burkina Faso,Congo,3.0,0.0,Friendly,Burkina Faso,Neutral,1345.0,1367.0
2010-08-11,Chad,Tunisia,1.0,3.0,African Cup of Nations qualification,Tunisia,Chad,1253.0,1584.0
2010-08-11,Cyprus,Andorra,1.0,0.0,Friendly,Cyprus,Cyprus,1560.0,1018.0
2010-08-11,Denmark,Germany,2.0,2.0,Friendly,Draw,Denmark,1724.0,2068.0
2010-08-11,England,Hungary,2.0,1.0,Friendly,England,England,1975.0,1605.0
2010-08-11,Estonia,Faroe Islands,2.0,1.0,UEFA Euro qualification,Estonia,Estonia,1514.0,1196.0
2010-08-11,Finland,Belgium,1.0,0.0,Friendly,Finland,Finland,1677.0,1598.0
2010-08-11,Iceland,Liechtenstein,1.0,1.0,Friendly,Draw,Iceland,1444.0,1194.0
2010-08-11,Kazakhstan,Oman,3.0,1.0,Friendly,Kazakhstan,Kazakhstan,1322.0,1564.0
2010-08-11,Lithuania,Belarus,0.0,2.0,Friendly,Belarus,Lithuania,1598.0,1632.0
2010-08-11,Malawi,Botswana,1.0,1.0,African Cup of Nations qualification,Draw,Malawi,1379.0,1389.0
2010-08-11,Mali,Guinea,0.0,2.0,Friendly,Guinea,Neutral,1508.0,1611.0
2010-08-11,Malta,North Macedonia,1.0,1.0,Friendly,Draw,Malta,1204.0,1546.0
2010-08-11,Mauritania,Palestine,0.0,0.0,Friendly,Draw,Mauritania,1201.0,1254.0
2010-08-11,Mexico,Spain,1.0,1.0,Friendly,Draw,Mexico,1846.0,2139.0
2010-08-11,Montenegro,Northern Ireland,2.0,0.0,Friendly,Montenegro,Montenegro,1697.0,1593.0
2010-08-11,Morocco,Equatorial Guinea,2.0,1.0,Friendly,Morocco,Morocco,1550.0,1241.0
2010-08-11,Mozambique,Eswatini,2.0,1.0,Friendly,Mozambique,Mozambique,1277.0,1255.0
2010-08-11,Norway,France,2.0,1.0,Friendly,Norway,Norway,1801.0,2004.0
2010-08-11,Panama,Venezuela,3.0,1.0,Friendly,Panama,Panama,1596.0,1665.0
2010-08-11,Paraguay,Costa Rica,2.0,0.0,Friendly,Paraguay,Paraguay,1779.0,1666.0
2010-08-11,Poland,Cameroon,0.0,3.0,Friendly,Cameroon,Poland,1653.0,1663.0
2010-08-11,Russia,Bulgaria,1.0,0.0,Friendly,Russia,Russia,1843.0,1701.0
2010-08-11,Saudi Arabia,Togo,1.0,0.0,Friendly,Saudi Arabia,Saudi Arabia,1597.0,1408.0
2010-08-11,Serbia,Greece,0.0,1.0,Friendly,Greece,Serbia,1728.0,1727.0
2010-08-11,Slovakia,Croatia,1.0,1.0,Friendly,Draw,Slovakia,1671.0,1881.0
2010-08-11,Slovenia,Australia,2.0,0.0,Friendly,Slovenia,Slovenia,1694.0,1744.0
2010-08-11,South Africa,Ghana,1.0,0.0,Friendly,South Africa,South Africa,1632.0,1700.0
2010-08-11,Sweden,Scotland,3.0,0.0,Friendly,Sweden,Sweden,1796.0,1660.0
2010-08-11,Tanzania,Kenya,1.0,1.0,Friendly,Draw,Tanzania,1360.0,1319.0
2010-08-11,Thailand,Singapore,1.0,0.0,Friendly,Thailand,Thailand,1452.0,1340.0
2010-08-11,Trinidad and Tobago,Jamaica,1.0,3.0,Friendly,Jamaica,Trinidad and Tobago,1579.0,1593.0
2010-08-11,Uganda,Zambia,1.0,1.0,Friendly,Draw,Uganda,1566.0,1537.0
2010-08-11,Ukraine,Netherlands,1.0,1.0,Friendly,Draw,Ukraine,1812.0,2095.0
2010-08-11,Wales,Luxembourg,5.0,1.0,Friendly,Wales,Wales,1564.0,1108.0
2010-08-18,Ethiopia,Kenya,0.0,3.0,Friendly,Kenya,Ethiopia,1305.0,1319.0
2010-08-28,Saint Kitts and Nevis,Antigua and Barbuda,1.0,1.0,Friendly,Draw,Saint Kitts and Nevis,1176.0,1250.0
2010-08-29,Ethiopia,Chad,1.0,0.0,Friendly,Ethiopia,Ethiopia,1305.0,1253.0
2010-08-29,Madagascar,Comoros,1.0,0.0,Friendly,Madagascar,Madagascar,1251.0,839.0
2010-09-02,Israel,Malta,3.0,1.0,UEFA Euro qualification,Israel,Israel,1750.0,1204.0
2010-09-03,Algeria,Tanzania,1.0,1.0,African Cup of Nations qualification,Draw,Algeria,1399.0,1360.0
2010-09-03,Andorra,Russia,0.0,2.0,UEFA Euro qualification,Russia,Andorra,1018.0,1843.0
2010-09-03,Belgium,Germany,0.0,1.0,UEFA Euro qualification,Germany,Belgium,1598.0,2068.0
2010-09-03,England,Bulgaria,4.0,0.0,UEFA Euro qualification,England,England,1975.0,1701.0
2010-09-03,Estonia,Italy,1.0,2.0,UEFA Euro qualification,Italy,Estonia,1514.0,1835.0
2010-09-03,Faroe Islands,Serbia,0.0,3.0,UEFA Euro qualification,Serbia,Faroe Islands,1196.0,1728.0
2010-09-03,France,Belarus,0.0,1.0,UEFA Euro qualification,Belarus,France,2004.0,1632.0
2010-09-03,Greece,Georgia,1.0,1.0,UEFA Euro qualification,Draw,Greece,1727.0,1479.0
2010-09-03,Iceland,Norway,1.0,2.0,UEFA Euro qualification,Norway,Iceland,1444.0,1801.0
2010-09-03,Kuwait,Syria,3.0,0.0,Friendly,Kuwait,Kuwait,1548.0,1536.0
2010-09-03,Latvia,Croatia,0.0,3.0,UEFA Euro qualification,Croatia,Latvia,1545.0,1881.0
2010-09-03,Liechtenstein,Spain,0.0,4.0,UEFA Euro qualification,Spain,Liechtenstein,1194.0,2139.0
2010-09-03,Lithuania,Scotland,0.0,0.0,UEFA Euro qualification,Draw,Lithuania,1598.0,1660.0
2010-09-03,Luxembourg,Bosnia and Herzegovina,0.0,3.0,UEFA Euro qualification,Bosnia and Herzegovina,Luxembourg,1108.0,1612.0
2010-09-03,Montenegro,Wales,1.0,0.0,UEFA Euro qualification,Montenegro,Montenegro,1697.0,1564.0
2010-09-03,Oman,Malaysia,3.0,0.0,Friendly,Oman,Neutral,1564.0,1214.0
2010-09-03,Panama,Costa Rica,2.0,2.0,Friendly,Draw,Panama,1596.0,1666.0
2010-09-03,Portugal,Cyprus,4.0,4.0,UEFA Euro qualification,Draw,Portugal,1863.0,1560.0
2010-09-03,Qatar,Bahrain,1.0,1.0,Friendly,Draw,Qatar,1523.0,1520.0
2010-09-03,Romania,Albania,1.0,1.0,UEFA Euro qualification,Draw,Romania,1908.0,1544.0
2010-09-03,San Marino,Netherlands,0.0,5.0,UEFA Euro qualification,Netherlands,San Marino,912.0,2095.0
2010-09-03,Slovakia,North Macedonia,1.0,0.0,UEFA Euro qualification,Slovakia,Slovakia,1671.0,1546.0
2010-09-03,Slovenia,Northern Ireland,0.0,1.0,UEFA Euro qualification,Northern Ireland,Slovenia,1694.0,1593.0
2010-09-03,Sweden,Hungary,2.0,0.0,UEFA Euro qualification,Sweden,Sweden,1796.0,1605.0
2010-09-03,Switzerland,Australia,0.0,0.0,Friendly,Draw,Switzerland,1743.0,1744.0
2010-09-03,Venezuela,Colombia,0.0,2.0,Friendly,Colombia,Venezuela,1665.0,1765.0
2010-09-04,Botswana,Togo,2.0,1.0,African Cup of Nations qualification,Botswana,Botswana,1389.0,1408.0
2010-09-04,Canada,Peru,0.0,2.0,Friendly,Peru,Canada,1597.0,1630.0
2010-09-04,El Salvador,Honduras,2.0,2.0,Friendly,Draw,Neutral,1484.0,1688.0
2010-09-04,Guatemala,Nicaragua,5.0,0.0,Friendly,Guatemala,Neutral,1432.0,1075.0
2010-09-04,Gambia,Namibia,3.0,1.0,African Cup of Nations qualification,Gambia,Gambia,1423.0,1306.0
2010-09-04,Guinea-Bissau,Kenya,1.0,0.0,African Cup of Nations qualification,Guinea-Bissau,Guinea-Bissau,1252.0,1319.0
2010-09-04,Japan,Paraguay,1.0,0.0,Friendly,Japan,Japan,1785.0,1779.0
2010-09-04,Mauritius,Cameroon,1.0,3.0,African Cup of Nations qualification,Cameroon,Mauritius,1030.0,1663.0
2010-09-04,Mexico,Ecuador,1.0,2.0,Friendly,Ecuador,Mexico,1846.0,1715.0
2010-09-04,Morocco,Central African Republic,0.0,0.0,African Cup of Nations qualification,Draw,Morocco,1550.0,1193.0
2010-09-04,Poland,Ukraine,1.0,1.0,Friendly,Draw,Poland,1653.0,1812.0
2010-09-04,South Africa,Niger,2.0,0.0,African Cup of Nations qualification,South Africa,South Africa,1632.0,1257.0
2010-09-04,Sudan,Congo,2.0,0.0,African Cup of Nations qualification,Sudan,Sudan,1333.0,1367.0
2010-09-04,Thailand,India,1.0,0.0,Friendly,Thailand,Thailand,1452.0,1156.0
2010-09-04,Tunisia,Malawi,2.0,2.0,African Cup of Nations qualification,Draw,Tunisia,1584.0,1379.0
2010-09-04,Uganda,Angola,3.0,0.0,African Cup of Nations qualification,Uganda,Uganda,1566.0,1430.0
2010-09-05,Benin,Burundi,1.0,1.0,African Cup of Nations qualification,Draw,Benin,1382.0,1278.0
2010-09-05,Egypt,Sierra Leone,1.0,1.0,African Cup of Nations qualification,Draw,Egypt,1754.0,1245.0
2010-09-05,Ethiopia,Guinea,1.0,4.0,African Cup of Nations qualification,Guinea,Ethiopia,1305.0,1611.0
2010-09-05,Jamaica,Costa Rica,1.0,0.0,Friendly,Jamaica,Jamaica,1593.0,1666.0
2010-09-05,Liberia,Zimbabwe,1.0,1.0,African Cup of Nations qualification,Draw,Liberia,1252.0,1454.0
2010-09-05,Mozambique,Libya,0.0,0.0,African Cup of Nations qualification,Draw,Mozambique,1277.0,1535.0
2010-09-05,Nigeria,Madagascar,2.0,0.0,African Cup of Nations qualification,Nigeria,Nigeria,1735.0,1251.0
2010-09-05,Eswatini,Ghana,0.0,3.0,African Cup of Nations qualification,Ghana,Eswatini,1255.0,1700.0
2010-09-05,Zambia,Comoros,4.0,0.0,African Cup of Nations qualification,Zambia,Zambia,1537.0,839.0
2010-09-06,Burkina Faso,Gabon,1.0,1.0,Friendly,Draw,Neutral,1345.0,1582.0
2010-09-07,Albania,Luxembourg,1.0,0.0,UEFA Euro qualification,Albania,Albania,1544.0,1108.0
2010-09-07,Argentina,Spain,4.0,1.0,Friendly,Argentina,Argentina,1979.0,2139.0
2010-09-07,Austria,Kazakhstan,2.0,0.0,UEFA Euro qualification,Austria,Austria,1608.0,1322.0
2010-09-07,Bahrain,Togo,3.0,0.0,Friendly,Bahrain,Bahrain,1520.0,1408.0
2010-09-07,Belarus,Romania,0.0,0.0,UEFA Euro qualification,Draw,Belarus,1632.0,1908.0
2010-09-07,Bosnia and Herzegovina,France,0.0,2.0,UEFA Euro qualification,France,Bosnia and Herzegovina,1612.0,2004.0
2010-09-07,Bulgaria,Montenegro,0.0,1.0,UEFA Euro qualification,Montenegro,Bulgaria,1701.0,1697.0
2010-09-07,Canada,Honduras,2.0,1.0,Friendly,Canada,Canada,1597.0,1688.0
2010-09-07,Croatia,Greece,0.0,0.0,UEFA Euro qualification,Draw,Croatia,1881.0,1727.0
2010-09-07,Denmark,Iceland,1.0,0.0,UEFA Euro qualification,Denmark,Denmark,1724.0,1444.0
2010-09-07,El Salvador,Guatemala,0.0,2.0,Friendly,Guatemala,Neutral,1484.0,1432.0
2010-09-07,Estonia,Uzbekistan,3.0,3.0,Friendly,Draw,Estonia,1514.0,1555.0
2010-09-07,Georgia,Israel,0.0,0.0,UEFA Euro qualification,Draw,Georgia,1479.0,1750.0
2010-09-07,Germany,Azerbaijan,6.0,1.0,UEFA Euro qualification,Germany,Germany,2068.0,1427.0
2010-09-07,Italy,Faroe Islands,5.0,0.0,UEFA Euro qualification,Italy,Italy,1835.0,1196.0
2010-09-07,Jamaica,Peru,1.0,2.0,Friendly,Peru,Neutral,1593.0,1630.0
2010-09-07,Japan,Guatemala,2.0,1.0,Friendly,Japan,Japan,1785.0,1432.0
2010-09-07,North Macedonia,Armenia,2.0,2.0,UEFA Euro qualification,Draw,North Macedonia,1546.0,1437.0
2010-09-07,Malta,Latvia,0.0,2.0,UEFA Euro qualification,Latvia,Malta,1204.0,1545.0
2010-09-07,Mexico,Colombia,1.0,0.0,Friendly,Mexico,Mexico,1846.0,1765.0
2010-09-07,Netherlands,Finland,2.0,1.0,UEFA Euro qualification,Netherlands,Netherlands,2095.0,1677.0
2010-09-07,Norway,Portugal,1.0,0.0,UEFA Euro qualification,Norway,Norway,1801.0,1863.0
2010-09-07,Panama,Trinidad and Tobago,3.0,0.0,Friendly,Panama,Panama,1596.0,1579.0
2010-09-07,Poland,Australia,1.0,2.0,Friendly,Australia,Poland,1653.0,1744.0
2010-09-07,Qatar,Oman,1.0,1.0,Friendly,Draw,Qatar,1523.0,1564.0
2010-09-07,Russia,Slovakia,0.0,1.0,UEFA Euro qualification,Slovakia,Russia,1843.0,1671.0
2010-09-07,Scotland,Liechtenstein,2.0,1.0,UEFA Euro qualification,Scotland,Scotland,1660.0,1194.0
2010-09-07,Serbia,Slovenia,1.0,1.0,UEFA Euro qualification,Draw,Serbia,1728.0,1694.0
2010-09-07,Sweden,San Marino,6.0,0.0,UEFA Euro qualification,Sweden,Sweden,1796.0,912.0
2010-09-07,Switzerland,England,1.0,3.0,UEFA Euro qualification,England,Switzerland,1743.0,1975.0
2010-09-07,Ukraine,Chile,2.0,1.0,Friendly,Ukraine,Ukraine,1812.0,1803.0
2010-09-07,United Arab Emirates,Kuwait,3.0,0.0,Friendly,United Arab Emirates,United Arab Emirates,1408.0,1548.0
2010-09-07,Venezuela,Ecuador,1.0,0.0,Friendly,Venezuela,Venezuela,1665.0,1715.0
2010-09-07,Yemen,Syria,2.0,1.0,Friendly,Yemen,Yemen,1253.0,1536.0
2010-09-08,India,Thailand,1.0,2.0,Friendly,Thailand,India,1156.0,1452.0
2010-09-10,Belize,Trinidad and Tobago,0.0,0.0,Friendly,Draw,Belize,1129.0,1579.0
2010-09-10,Saint Lucia,Saint Vincent and the Grenadines,1.0,5.0,Friendly,Saint Vincent and the Grenadines,Saint Lucia,1270.0,1230.0
2010-09-15,India,Namibia,2.0,0.0,Friendly,India,India,1156.0,1306.0
2010-09-16,Jordan,Iraq,4.0,1.0,Friendly,Jordan,Jordan,1482.0,1603.0
2010-09-18,Anguilla,British Virgin Islands,1.0,2.0,Friendly,British Virgin Islands,Neutral,497.0,900.0
2010-09-18,Yemen,Zambia,0.0,1.0,Friendly,Zambia,Yemen,1253.0,1537.0
2010-09-19,Antigua and Barbuda,Trinidad and Tobago,0.0,1.0,Friendly,Trinidad and Tobago,Antigua and Barbuda,1250.0,1579.0
2010-09-19,Jordan,Bahrain,2.0,0.0,Friendly,Jordan,Jordan,1482.0,1520.0
2010-09-21,Iraq,Oman,3.0,2.0,Friendly,Iraq,Neutral,1603.0,1564.0
2010-09-21,Saint Lucia,Trinidad and Tobago,0.0,3.0,Friendly,Trinidad and Tobago,Neutral,1270.0,1579.0
2010-09-23,Antigua and Barbuda,Saint Lucia,5.0,0.0,Friendly,Antigua and Barbuda,Antigua and Barbuda,1250.0,1270.0
2010-09-24,Iran,Bahrain,3.0,0.0,WAFF Championship,Iran,Neutral,1790.0,1520.0
2010-09-24,Jordan,Syria,1.0,1.0,WAFF Championship,Draw,Jordan,1482.0,1536.0
2010-09-25,Iraq,Yemen,2.0,1.0,WAFF Championship,Iraq,Neutral,1603.0,1253.0
2010-09-26,Bahrain,Oman,2.0,0.0,WAFF Championship,Bahrain,Neutral,1520.0,1564.0
2010-09-26,Barbados,Dominica,1.0,3.0,Friendly,Dominica,Barbados,1252.0,1081.0
2010-09-26,Guyana,Trinidad and Tobago,1.0,1.0,Friendly,Draw,Guyana,1231.0,1579.0
2010-09-26,Syria,Kuwait,1.0,2.0,WAFF Championship,Kuwait,Neutral,1536.0,1548.0
2010-09-27,Yemen,Palestine,3.0,1.0,WAFF Championship,Yemen,Neutral,1253.0,1254.0
2010-09-28,Jordan,Kuwait,2.0,2.0,WAFF Championship,Draw,Jordan,1482.0,1548.0
2010-09-28,Oman,Iran,2.0,2.0,WAFF Championship,Draw,Neutral,1564.0,1790.0
2010-09-29,Palestine,Iraq,0.0,3.0,WAFF Championship,Iraq,Neutral,1254.0,1603.0
2010-09-29,New Caledonia,Tahiti,1.0,1.0,Coupe de l'Outre-Mer,Draw,Neutral,1282.0,1380.0
2010-10-01,Iran,Iraq,2.0,1.0,WAFF Championship,Iran,Neutral,1790.0,1603.0
2010-10-01,Kuwait,Yemen,1.0,1.0,WAFF Championship,Draw,Neutral,1548.0,1253.0
2010-10-02,Puerto Rico,Anguilla,3.0,1.0,CFU Caribbean Cup qualification,Puerto Rico,Puerto Rico,888.0,497.0
2010-10-03,Iran,Kuwait,1.0,2.0,WAFF Championship,Kuwait,Neutral,1790.0,1548.0
2010-10-04,Cayman Islands,Anguilla,4.0,1.0,CFU Caribbean Cup qualification,Cayman Islands,Neutral,978.0,497.0
2010-10-04,India,Hong Kong,0.0,1.0,Friendly,Hong Kong,India,1156.0,1232.0
2010-10-06,Barbados,Saint Kitts and Nevis,1.0,1.0,CFU Caribbean Cup qualification,Draw,Neutral,1252.0,1176.0
2010-10-06,Puerto Rico,Cayman Islands,2.0,0.0,CFU Caribbean Cup qualification,Puerto Rico,Puerto Rico,888.0,978.0
2010-10-07,Iran,Brazil,0.0,3.0,Friendly,Brazil,Neutral,1790.0,2010.0
2010-10-08,Albania,Bosnia and Herzegovina,1.0,1.0,UEFA Euro qualification,Draw,Albania,1544.0,1612.0
2010-10-08,Andorra,North Macedonia,0.0,2.0,UEFA Euro qualification,North Macedonia,Andorra,1018.0,1546.0
2010-10-08,Armenia,Slovakia,3.0,1.0,UEFA Euro qualification,Armenia,Armenia,1437.0,1671.0
2010-10-08,Austria,Azerbaijan,3.0,0.0,UEFA Euro qualification,Austria,Austria,1608.0,1427.0
2010-10-08,Colombia,Ecuador,1.0,0.0,Friendly,Colombia,Neutral,1765.0,1715.0
2010-10-08,Cyprus,Norway,1.0,2.0,UEFA Euro qualification,Norway,Cyprus,1560.0,1801.0
2010-10-08,Georgia,Malta,1.0,0.0,UEFA Euro qualification,Georgia,Georgia,1479.0,1204.0
2010-10-08,Greece,Latvia,1.0,0.0,UEFA Euro qualification,Greece,Greece,1727.0,1545.0
2010-10-08,Hungary,San Marino,8.0,0.0,UEFA Euro qualification,Hungary,Hungary,1605.0,912.0
2010-10-08,India,Vietnam,3.0,1.0,Friendly,India,India,1156.0,1252.0
2010-10-08,Indonesia,Uruguay,1.0,7.0,Friendly,Uruguay,Indonesia,1257.0,1887.0
2010-10-08,Japan,Argentina,1.0,0.0,Friendly,Japan,Japan,1785.0,1979.0
2010-10-08,Kazakhstan,Belgium,0.0,2.0,UEFA Euro qualification,Belgium,Kazakhstan,1322.0,1598.0
2010-10-08,Kuwait,Bahrain,1.0,3.0,Friendly,Bahrain,Kuwait,1548.0,1520.0
2010-10-08,Luxembourg,Belarus,0.0,0.0,UEFA Euro qualification,Draw,Luxembourg,1108.0,1632.0
2010-10-08,Montenegro,Switzerland,1.0,0.0,UEFA Euro qualification,Montenegro,Montenegro,1697.0,1743.0
2010-10-08,Montserrat,Barbados,0.0,5.0,CFU Caribbean Cup qualification,Barbados,Neutral,535.0,1252.0
2010-10-08,Northern Ireland,Italy,0.0,0.0,UEFA Euro qualification,Draw,Northern Ireland,1593.0,1835.0
2010-10-08,Oman,Gabon,1.0,0.0,Friendly,Oman,Oman,1564.0,1582.0
2010-10-08,Panama,El Salvador,1.0,0.0,Friendly,Panama,Panama,1596.0,1484.0
2010-10-08,Peru,Costa Rica,2.0,0.0,Friendly,Peru,Peru,1630.0,1666.0
2010-10-08,Portugal,Denmark,3.0,1.0,UEFA Euro qualification,Portugal,Portugal,1863.0,1724.0
2010-10-08,Serbia,Estonia,1.0,3.0,UEFA Euro qualification,Estonia,Serbia,1728.0,1514.0
2010-10-08,Slovenia,Faroe Islands,5.0,1.0,UEFA Euro qualification,Slovenia,Slovenia,1694.0,1196.0
2010-10-08,Spain,Lithuania,3.0,1.0,UEFA Euro qualification,Spain,Spain,2139.0,1598.0
2010-10-08,Saint Vincent and the Grenadines,Saint Kitts and Nevis,1.0,1.0,CFU Caribbean Cup qualification,Draw,Saint Vincent and the Grenadines,1230.0,1176.0
2010-10-08,Ukraine,Canada,2.0,2.0,Friendly,Draw,Ukraine,1812.0,1597.0
2010-10-08,Wales,Bulgaria,0.0,1.0,UEFA Euro qualification,Bulgaria,Wales,1564.0,1701.0
2010-10-09,Angola,Guinea-Bissau,1.0,0.0,African Cup of Nations qualification,Angola,Angola,1430.0,1252.0
2010-10-09,Australia,Paraguay,1.0,0.0,Friendly,Australia,Australia,1744.0,1779.0
2010-10-09,Burkina Faso,Gambia,3.0,1.0,African Cup of Nations qualification,Burkina Faso,Burkina Faso,1345.0,1423.0
2010-10-09,Comoros,Mozambique,0.0,1.0,African Cup of Nations qualification,Mozambique,Comoros,839.0,1277.0
2010-10-09,France,Romania,2.0,0.0,UEFA Euro qualification,France,France,2004.0,1908.0
2010-10-09,Guatemala,Belize,4.0,2.0,Friendly,Guatemala,Guatemala,1432.0,1129.0
2010-10-09,Israel,Croatia,1.0,2.0,UEFA Euro qualification,Croatia,Israel,1750.0,1881.0
2010-10-09,Kenya,Uganda,0.0,0.0,African Cup of Nations qualification,Draw,Kenya,1319.0,1566.0
2010-10-09,Malawi,Chad,6.0,2.0,African Cup of Nations qualification,Malawi,Malawi,1379.0,1253.0
2010-10-09,Mali,Liberia,2.0,1.0,African Cup of Nations qualification,Mali,Mali,1508.0,1252.0
2010-10-09,New Zealand,Honduras,1.0,1.0,Friendly,Draw,New Zealand,1496.0,1688.0
2010-10-09,Rwanda,Benin,0.0,3.0,African Cup of Nations qualification,Benin,Rwanda,1393.0,1382.0
2010-10-09,Saudi Arabia,Uzbekistan,4.0,0.0,Friendly,Saudi Arabia,Saudi Arabia,1597.0,1555.0
2010-10-09,Senegal,Mauritius,7.0,0.0,African Cup of Nations qualification,Senegal,Senegal,1601.0,1030.0
2010-10-09,Tanzania,Morocco,0.0,1.0,African Cup of Nations qualification,Morocco,Tanzania,1360.0,1550.0
2010-10-09,United Arab Emirates,Chile,0.0,2.0,Friendly,Chile,United Arab Emirates,1408.0,1803.0
2010-10-09,United States,Poland,2.0,2.0,Friendly,Draw,United States,1865.0,1653.0
2010-10-10,Central African Republic,Algeria,2.0,0.0,African Cup of Nations qualification,Central African Republic,Central African Republic,1193.0,1399.0
2010-10-10,Congo,Eswatini,3.0,1.0,African Cup of Nations qualification,Congo,Congo,1367.0,1255.0
2010-10-10,Ghana,Sudan,0.0,0.0,African Cup of Nations qualification,Draw,Ghana,1700.0,1333.0
2010-10-10,Guinea,Nigeria,1.0,0.0,African Cup of Nations qualification,Guinea,Guinea,1611.0,1735.0
2010-10-10,Jamaica,Trinidad and Tobago,1.0,0.0,Friendly,Jamaica,Jamaica,1593.0,1579.0
2010-10-10,Libya,Zambia,1.0,0.0,African Cup of Nations qualification,Libya,Libya,1535.0,1537.0
2010-10-10,Madagascar,Ethiopia,0.0,1.0,African Cup of Nations qualification,Ethiopia,Madagascar,1251.0,1305.0
2010-10-10,Niger,Egypt,1.0,0.0,African Cup of Nations qualification,Niger,Niger,1257.0,1754.0
2010-10-10,Sierra Leone,South Africa,0.0,0.0,African Cup of Nations qualification,Draw,Sierra Leone,1245.0,1632.0
2010-10-10,Saint Kitts and Nevis,Montserrat,4.0,0.0,CFU Caribbean Cup qualification,Saint Kitts and Nevis,Neutral,1176.0,535.0
2010-10-10,Togo,Tunisia,1.0,2.0,African Cup of Nations qualification,Tunisia,Togo,1408.0,1584.0
2010-10-11,Brazil,Ukraine,2.0,0.0,Friendly,Brazil,Neutral,2010.0,1812.0
2010-10-12,Armenia,Andorra,4.0,0.0,UEFA Euro qualification,Armenia,Armenia,1437.0,1018.0
2010-10-12,Bahrain,Uzbekistan,2.0,4.0,Friendly,Uzbekistan,Bahrain,1520.0,1555.0
2010-10-12,Belarus,Albania,2.0,0.0,UEFA Euro qualification,Belarus,Belarus,1632.0,1544.0
2010-10-12,Belgium,Austria,4.0,4.0,UEFA Euro qualification,Draw,Belgium,1598.0,1608.0
2010-10-12,Bulgaria,Saudi Arabia,2.0,0.0,Friendly,Bulgaria,Neutral,1701.0,1597.0
2010-10-12,Costa Rica,El Salvador,2.0,1.0,Friendly,Costa Rica,Costa Rica,1666.0,1484.0
2010-10-12,Croatia,Norway,2.0,1.0,Friendly,Croatia,Croatia,1881.0,1801.0
2010-10-12,Denmark,Cyprus,2.0,0.0,UEFA Euro qualification,Denmark,Denmark,1724.0,1560.0
2010-10-12,Ecuador,Poland,2.0,2.0,Friendly,Draw,Neutral,1715.0,1653.0
2010-10-12,England,Montenegro,0.0,0.0,UEFA Euro qualification,Draw,England,1975.0,1697.0
2010-10-12,Equatorial Guinea,Botswana,0.0,2.0,Friendly,Botswana,Equatorial Guinea,1241.0,1389.0
2010-10-12,Estonia,Slovenia,0.0,1.0,UEFA Euro qualification,Slovenia,Estonia,1514.0,1694.0
2010-10-12,Faroe Islands,Northern Ireland,1.0,1.0,UEFA Euro qualification,Draw,Faroe Islands,1196.0,1593.0
2010-10-12,Finland,Hungary,1.0,2.0,UEFA Euro qualification,Hungary,Finland,1677.0,1605.0
2010-10-12,France,Luxembourg,2.0,0.0,UEFA Euro qualification,France,France,2004.0,1108.0
2010-10-12,Greece,Israel,2.0,1.0,UEFA Euro qualification,Greece,Greece,1727.0,1750.0
2010-10-12,Guatemala,Honduras,0.0,2.0,Friendly,Honduras,Neutral,1432.0,1688.0
2010-10-12,Iceland,Portugal,1.0,3.0,UEFA Euro qualification,Portugal,Iceland,1444.0,1863.0
2010-10-12,Indonesia,Maldives,3.0,0.0,Friendly,Indonesia,Indonesia,1257.0,1027.0
2010-10-12,Italy,Serbia,3.0,0.0,UEFA Euro qualification,Italy,Italy,1835.0,1728.0
2010-10-12,Kazakhstan,Germany,0.0,3.0,UEFA Euro qualification,Germany,Kazakhstan,1322.0,2068.0
2010-10-12,Kuwait,Vietnam,3.0,1.0,Friendly,Kuwait,Kuwait,1548.0,1252.0
2010-10-12,Latvia,Georgia,1.0,1.0,UEFA Euro qualification,Draw,Latvia,1545.0,1479.0
